_step,eval_loss,train_loss,smoothed_loss,lr
8119,,1.7,1.6899,0.001085
8119,,1.7,1.6899,0.001085
8120,,1.6329,1.6962,0.001085
8120,,1.6329,1.6962,0.001085
8121,,1.6288,1.6939,0.001084
8121,,1.6288,1.6939,0.001084
8122,,1.5694,1.6895,0.001084
8122,,1.5694,1.6895,0.001084
8123,,1.835,1.7078,0.001084
8123,,1.835,1.7078,0.001084
8124,,1.7505,1.7123,0.001084
8124,,1.7505,1.7123,0.001084
8125,,1.6584,1.7054,0.001084
8125,,1.6584,1.7054,0.001084
8126,,1.6722,1.6999,0.001084
8126,,1.6722,1.6999,0.001084
8127,,1.71,1.6956,0.001084
8127,,1.71,1.6956,0.001084
8128,,1.6718,1.6829,0.001084
8128,,1.6718,1.6829,0.001084
8129,,1.6236,1.6753,0.001084
8129,,1.6236,1.6753,0.001084
8130,,1.6513,1.6771,0.001084
8130,,1.6513,1.6771,0.001084
8131,,1.7674,1.691,0.001083
8131,,1.7674,1.691,0.001083
8132,,1.6868,1.7027,0.001083
8132,,1.6868,1.7027,0.001083
8133,,1.6455,1.6838,0.001083
8133,,1.6455,1.6838,0.001083
8134,,1.697,1.6784,0.001083
8134,,1.697,1.6784,0.001083
8135,,1.6335,1.6759,0.001083
8135,,1.6335,1.6759,0.001083
8136,,1.6011,1.6688,0.001083
8136,,1.6011,1.6688,0.001083
8137,,1.6199,1.6598,0.001083
8137,,1.6199,1.6598,0.001083
8138,,1.6328,1.6559,0.001083
8138,,1.6328,1.6559,0.001083
8139,,1.6509,1.6586,0.001083
8139,,1.6509,1.6586,0.001083
8140,,1.5883,1.6523,0.001083
8140,,1.5883,1.6523,0.001083
8141,,1.5959,1.6352,0.001082
8141,,1.5959,1.6352,0.001082
8142,,1.577,1.6242,0.001082
8142,,1.577,1.6242,0.001082
8143,,1.5935,1.619,0.001082
8143,,1.5935,1.619,0.001082
8144,,1.6735,1.6167,0.001082
8144,,1.6735,1.6167,0.001082
8145,,1.529,1.6062,0.001082
8145,,1.529,1.6062,0.001082
8146,,1.6519,1.6113,0.001082
8146,,1.6519,1.6113,0.001082
8147,,1.672,1.6165,0.001082
8147,,1.672,1.6165,0.001082
8148,,1.6658,1.6198,0.001082
8148,,1.6658,1.6198,0.001082
8149,,1.7908,1.6338,0.001082
8149,,1.7908,1.6338,0.001082
8150,,1.6716,1.6421,0.001082
8150,,1.6716,1.6421,0.001082
8151,,1.7458,1.6571,0.001081
8151,,1.7458,1.6571,0.001081
8152,,1.713,1.6707,0.001081
8152,,1.713,1.6707,0.001081
8153,,1.6694,1.6783,0.001081
8153,,1.6694,1.6783,0.001081
8154,,1.726,1.6835,0.001081
8154,,1.726,1.6835,0.001081
8155,,1.8016,1.7108,0.001081
8155,,1.8016,1.7108,0.001081
8156,,1.6808,1.7137,0.001081
8156,,1.6808,1.7137,0.001081
8157,,1.6931,1.7158,0.001081
8157,,1.6931,1.7158,0.001081
8158,,1.7604,1.7253,0.001081
8158,,1.7604,1.7253,0.001081
8159,,1.7068,1.7169,0.001081
8159,,1.7068,1.7169,0.001081
8160,,1.7209,1.7218,0.00108
8160,,1.7209,1.7218,0.00108
8161,,1.638,1.711,0.00108
8161,,1.638,1.711,0.00108
8162,,1.6858,1.7083,0.00108
8162,,1.6858,1.7083,0.00108
8163,,1.6929,1.7106,0.00108
8163,,1.6929,1.7106,0.00108
8164,,1.6213,1.7002,0.00108
8164,,1.6213,1.7002,0.00108
8165,,1.7387,1.6939,0.00108
8165,,1.7387,1.6939,0.00108
8166,,1.7852,1.7043,0.00108
8166,,1.7852,1.7043,0.00108
8167,,1.7698,1.712,0.00108
8167,,1.7698,1.712,0.00108
8168,,1.7689,1.7128,0.00108
8168,,1.7689,1.7128,0.00108
8169,,1.5729,1.6994,0.00108
8169,,1.5729,1.6994,0.00108
8170,,1.8579,1.7131,0.001079
8170,,1.8579,1.7131,0.001079
8171,,1.6877,1.7181,0.001079
8171,,1.6877,1.7181,0.001079
8172,,1.7461,1.7241,0.001079
8172,,1.7461,1.7241,0.001079
8173,,1.6277,1.7176,0.001079
8173,,1.6277,1.7176,0.001079
8174,,1.5405,1.7095,0.001079
8174,,1.5405,1.7095,0.001079
8175,,1.7232,1.708,0.001079
8175,,1.7232,1.708,0.001079
8176,,1.6949,1.699,0.001079
8176,,1.6949,1.699,0.001079
8177,,1.7366,1.6956,0.001079
8177,,1.7366,1.6956,0.001079
8178,,1.6628,1.685,0.001079
8178,,1.6628,1.685,0.001079
8179,,1.6003,1.6878,0.001079
8179,,1.6003,1.6878,0.001079
8180,,1.7859,1.6806,0.001078
8180,,1.7859,1.6806,0.001078
8181,,1.6753,1.6793,0.001078
8181,,1.6753,1.6793,0.001078
8182,,1.7123,1.6759,0.001078
8182,,1.7123,1.6759,0.001078
8183,,1.7538,1.6886,0.001078
8183,,1.7538,1.6886,0.001078
8184,,1.7361,1.7081,0.001078
8184,,1.7361,1.7081,0.001078
8185,,1.6676,1.7026,0.001078
8185,,1.6676,1.7026,0.001078
8186,,1.7194,1.705,0.001078
8186,,1.7194,1.705,0.001078
8187,,1.6576,1.6971,0.001078
8187,,1.6576,1.6971,0.001078
8188,,1.6479,1.6956,0.001078
8188,,1.6479,1.6956,0.001078
8189,,1.6864,1.7042,0.001077
8189,,1.6864,1.7042,0.001077
8190,,1.4892,1.6746,0.001077
8190,,1.4892,1.6746,0.001077
8191,,1.5605,1.6631,0.001077
8191,,1.5605,1.6631,0.001077
8192,,1.8369,1.6756,0.001077
8192,,1.8369,1.6756,0.001077
8193,,1.8417,1.6843,0.001077
8193,,1.8417,1.6843,0.001077
8194,,1.7007,1.6808,0.001077
8194,,1.7007,1.6808,0.001077
8195,,1.5974,1.6738,0.001077
8195,,1.5974,1.6738,0.001077
8196,,1.6228,1.6641,0.001077
8196,,1.6228,1.6641,0.001077
8197,,1.5726,1.6556,0.001077
8197,,1.5726,1.6556,0.001077
8198,,1.5991,1.6507,0.001077
8198,,1.5991,1.6507,0.001077
8199,,1.6107,1.6432,0.001076
8199,,1.6107,1.6432,0.001076
8200,,1.591,1.6533,0.001076
8200,,1.591,1.6533,0.001076
8201,,1.5882,1.6561,0.001076
8201,,1.5882,1.6561,0.001076
8202,,1.7055,1.643,0.001076
8202,,1.7055,1.643,0.001076
8203,,1.6902,1.6278,0.001076
8203,,1.6902,1.6278,0.001076
8204,,1.7221,1.6299,0.001076
8204,,1.7221,1.6299,0.001076
8205,,1.5787,1.6281,0.001076
8205,,1.5787,1.6281,0.001076
8206,,1.8056,1.6464,0.001076
8206,,1.8056,1.6464,0.001076
8207,,1.6335,1.6524,0.001076
8207,,1.6335,1.6524,0.001076
8208,,1.813,1.6738,0.001076
8208,,1.813,1.6738,0.001076
8209,,1.7534,1.6881,0.001075
8209,,1.7534,1.6881,0.001075
8210,,1.7938,1.7084,0.001075
8210,,1.7938,1.7084,0.001075
8211,,1.6744,1.717,0.001075
8211,,1.6744,1.717,0.001075
8212,,1.7197,1.7184,0.001075
8212,,1.7197,1.7184,0.001075
8213,,1.7224,1.7216,0.001075
8213,,1.7224,1.7216,0.001075
8214,,1.7288,1.7223,0.001075
8214,,1.7288,1.7223,0.001075
8215,,1.6708,1.7315,0.001075
8215,,1.6708,1.7315,0.001075
8216,,1.7119,1.7222,0.001075
8216,,1.7119,1.7222,0.001075
8217,,1.7765,1.7365,0.001075
8217,,1.7765,1.7365,0.001075
8218,,1.7459,1.7298,0.001074
8218,,1.7459,1.7298,0.001074
8219,,1.808,1.7352,0.001074
8219,,1.808,1.7352,0.001074
8220,,1.6868,1.7245,0.001074
8220,,1.6868,1.7245,0.001074
8221,,1.6878,1.7259,0.001074
8221,,1.6878,1.7259,0.001074
8222,,1.7468,1.7286,0.001074
8222,,1.7468,1.7286,0.001074
8223,,1.7352,1.7298,0.001074
8223,,1.7352,1.7298,0.001074
8224,,1.674,1.7244,0.001074
8224,,1.674,1.7244,0.001074
8225,,1.6486,1.7221,0.001074
8225,,1.6486,1.7221,0.001074
8226,,1.653,1.7163,0.001074
8226,,1.653,1.7163,0.001074
8227,,1.8141,1.72,0.001074
8227,,1.8141,1.72,0.001074
8228,,1.5919,1.7046,0.001073
8228,,1.5919,1.7046,0.001073
8229,,1.5602,1.6798,0.001073
8229,,1.5602,1.6798,0.001073
8230,,1.6072,1.6719,0.001073
8230,,1.6072,1.6719,0.001073
8231,,1.7669,1.6798,0.001073
8231,,1.7669,1.6798,0.001073
8232,,1.673,1.6724,0.001073
8232,,1.673,1.6724,0.001073
8233,,1.6553,1.6644,0.001073
8233,,1.6553,1.6644,0.001073
8234,,1.5804,1.6551,0.001073
8234,,1.5804,1.6551,0.001073
8235,,1.6176,1.652,0.001073
8235,,1.6176,1.652,0.001073
8236,,1.6802,1.6547,0.001073
8236,,1.6802,1.6547,0.001073
8237,,1.756,1.6489,0.001072
8237,,1.756,1.6489,0.001072
8238,,1.6522,1.6549,0.001072
8238,,1.6522,1.6549,0.001072
8239,,1.7139,1.6703,0.001072
8239,,1.7139,1.6703,0.001072
8240,,1.6274,1.6723,0.001072
8240,,1.6274,1.6723,0.001072
8241,,1.6955,1.6652,0.001072
8241,,1.6955,1.6652,0.001072
8242,,1.7432,1.6722,0.001072
8242,,1.7432,1.6722,0.001072
8243,,1.8723,1.6939,0.001072
8243,,1.8723,1.6939,0.001072
8244,,1.7102,1.7069,0.001072
8244,,1.7102,1.7069,0.001072
8245,,1.727,1.7178,0.001072
8245,,1.727,1.7178,0.001072
8246,,1.6816,1.7179,0.001072
8246,,1.6816,1.7179,0.001072
8247,,1.6676,1.7091,0.001071
8247,,1.6676,1.7091,0.001071
8248,,1.6549,1.7094,0.001071
8248,,1.6549,1.7094,0.001071
8249,,1.8744,1.7254,0.001071
8249,,1.8744,1.7254,0.001071
8250,,1.5837,1.721,0.001071
8250,,1.5837,1.721,0.001071
8251,,1.6506,1.7166,0.001071
8251,,1.6506,1.7166,0.001071
8252,,1.6542,1.7076,0.001071
8252,,1.6542,1.7076,0.001071
8253,,1.7178,1.6922,0.001071
8253,,1.7178,1.6922,0.001071
8254,,1.6863,1.6898,0.001071
8254,,1.6863,1.6898,0.001071
8255,,1.65,1.6821,0.001071
8255,,1.65,1.6821,0.001071
8256,,1.631,1.677,0.001071
8256,,1.631,1.677,0.001071
8257,,1.7154,1.6818,0.00107
8257,,1.7154,1.6818,0.00107
8258,,1.8141,1.6977,0.00107
8258,,1.8141,1.6977,0.00107
8259,,1.6857,1.6789,0.00107
8259,,1.6857,1.6789,0.00107
8260,,1.7279,1.6933,0.00107
8260,,1.7279,1.6933,0.00107
8261,,1.6912,1.6974,0.00107
8261,,1.6912,1.6974,0.00107
8262,,1.7291,1.7049,0.00107
8262,,1.7291,1.7049,0.00107
8263,,1.7109,1.7042,0.00107
8263,,1.7109,1.7042,0.00107
8264,,1.7803,1.7136,0.00107
8264,,1.7803,1.7136,0.00107
8265,,1.5782,1.7064,0.00107
8265,,1.5782,1.7064,0.00107
8266,,1.6439,1.7077,0.001069
8266,,1.6439,1.7077,0.001069
8267,,1.6627,1.7024,0.001069
8267,,1.6627,1.7024,0.001069
8268,,1.7643,1.6974,0.001069
8268,,1.7643,1.6974,0.001069
8269,,1.6,1.6888,0.001069
8270,,1.6783,1.6839,0.001069
8270,,1.6783,1.6839,0.001069
8271,,1.6359,1.6784,0.001069
8271,,1.6359,1.6784,0.001069
8272,,1.795,1.685,0.001069
8272,,1.795,1.685,0.001069
8273,,1.7335,1.6872,0.001069
8273,,1.7335,1.6872,0.001069
8274,,1.6236,1.6716,0.001069
8274,,1.6236,1.6716,0.001069
8275,,1.7602,1.6898,0.001069
8275,,1.7602,1.6898,0.001069
8276,,1.6484,1.6902,0.001068
8276,,1.6484,1.6902,0.001068
8277,,1.7152,1.6954,0.001068
8277,,1.7152,1.6954,0.001068
8278,,1.7319,1.6922,0.001068
8278,,1.7319,1.6922,0.001068
8279,,1.6552,1.6977,0.001068
8279,,1.6552,1.6977,0.001068
8280,,1.8201,1.7119,0.001068
8280,,1.8201,1.7119,0.001068
8281,,1.6653,1.7148,0.001068
8281,,1.6653,1.7148,0.001068
8282,,1.7426,1.7096,0.001068
8282,,1.7426,1.7096,0.001068
8283,,1.6469,1.7009,0.001068
8283,,1.6469,1.7009,0.001068
8284,,1.7144,1.71,0.001068
8284,,1.7144,1.71,0.001068
8285,,1.6843,1.7024,0.001067
8285,,1.6843,1.7024,0.001067
8286,,1.6702,1.7046,0.001067
8286,,1.6702,1.7046,0.001067
8287,,1.4977,1.6828,0.001067
8287,,1.4977,1.6828,0.001067
8288,,1.6102,1.6707,0.001067
8288,,1.6102,1.6707,0.001067
8289,,1.6516,1.6703,0.001067
8289,,1.6516,1.6703,0.001067
8290,,1.6691,1.6552,0.001067
8290,,1.6691,1.6552,0.001067
8291,,1.6809,1.6568,0.001067
8291,,1.6809,1.6568,0.001067
8292,,1.6679,1.6493,0.001067
8292,,1.6679,1.6493,0.001067
8293,,1.7491,1.6595,0.001067
8293,,1.7491,1.6595,0.001067
8294,,1.5336,1.6415,0.001067
8294,,1.5336,1.6415,0.001067
8295,,1.75,1.648,0.001066
8295,,1.75,1.648,0.001066
8296,,1.6287,1.6439,0.001066
8296,,1.6287,1.6439,0.001066
8297,,1.6155,1.6557,0.001066
8297,,1.6155,1.6557,0.001066
8298,,1.6289,1.6575,0.001066
8298,,1.6289,1.6575,0.001066
8299,,1.6569,1.6581,0.001066
8299,,1.6569,1.6581,0.001066
8300,,1.6957,1.6607,0.001066
8300,,1.6957,1.6607,0.001066
8301,,1.6216,1.6548,0.001066
8301,,1.6216,1.6548,0.001066
8302,,1.5977,1.6478,0.001066
8302,,1.5977,1.6478,0.001066
8303,,1.6915,1.642,0.001066
8303,,1.6915,1.642,0.001066
8304,,1.6732,1.656,0.001066
8304,,1.6732,1.656,0.001066
8305,,1.6396,1.6449,0.001065
8305,,1.6396,1.6449,0.001065
8306,,1.7427,1.6563,0.001065
8306,,1.7427,1.6563,0.001065
8307,,1.6933,1.6641,0.001065
8307,,1.6933,1.6641,0.001065
8308,,1.7279,1.674,0.001065
8308,,1.7279,1.674,0.001065
8309,,1.7284,1.6812,0.001065
8309,,1.7284,1.6812,0.001065
8310,,1.8672,1.6983,0.001065
8310,,1.8672,1.6983,0.001065
8311,,1.741,1.7103,0.001065
8311,,1.741,1.7103,0.001065
8312,,1.7345,1.7239,0.001065
8312,,1.7345,1.7239,0.001065
8313,,1.7539,1.7302,0.001065
8313,,1.7539,1.7302,0.001065
8314,,1.8434,1.7472,0.001064
8314,,1.8434,1.7472,0.001064
8315,,1.6561,1.7488,0.001064
8315,,1.6561,1.7488,0.001064
8316,,1.6833,1.7429,0.001064
8316,,1.6833,1.7429,0.001064
8317,,1.8316,1.7567,0.001064
8317,,1.8316,1.7567,0.001064
8318,,1.7446,1.7584,0.001064
8318,,1.7446,1.7584,0.001064
8319,,1.7408,1.7596,0.001064
8319,,1.7408,1.7596,0.001064
8320,,1.6432,1.7372,0.001064
8320,,1.6432,1.7372,0.001064
8321,,1.7958,1.7427,0.001064
8321,,1.7958,1.7427,0.001064
8322,,1.6523,1.7345,0.001064
8322,,1.6523,1.7345,0.001064
8323,,1.797,1.7388,0.001064
8323,,1.797,1.7388,0.001064
8324,,1.7711,1.7316,0.001063
8324,,1.7711,1.7316,0.001063
8325,,1.6516,1.7311,0.001063
8325,,1.6516,1.7311,0.001063
8326,,1.6806,1.7309,0.001063
8326,,1.6806,1.7309,0.001063
8327,,1.7385,1.7216,0.001063
8327,,1.7385,1.7216,0.001063
8328,,1.7269,1.7198,0.001063
8328,,1.7269,1.7198,0.001063
8329,,1.786,1.7243,0.001063
8329,,1.786,1.7243,0.001063
8330,,1.7231,1.7323,0.001063
8330,,1.7231,1.7323,0.001063
8331,,1.575,1.7102,0.001063
8331,,1.575,1.7102,0.001063
8332,,1.6932,1.7143,0.001063
8332,,1.6932,1.7143,0.001063
8333,,1.7064,1.7052,0.001062
8333,,1.7064,1.7052,0.001062
8334,,1.6713,1.6952,0.001062
8334,,1.6713,1.6952,0.001062
8335,,1.6672,1.6968,0.001062
8336,,1.713,1.7,0.001062
8336,,1.713,1.7,0.001062
8337,,1.6884,1.695,0.001062
8337,,1.6884,1.695,0.001062
8338,,1.6335,1.6857,0.001062
8338,,1.6335,1.6857,0.001062
8339,,1.7929,1.6864,0.001062
8339,,1.7929,1.6864,0.001062
8340,,1.6562,1.6797,0.001062
8340,,1.6562,1.6797,0.001062
8341,,1.543,1.6765,0.001062
8341,,1.543,1.6765,0.001062
8342,,1.6838,1.6756,0.001062
8342,,1.6838,1.6756,0.001062
8343,,1.6445,1.6694,0.001061
8343,,1.6445,1.6694,0.001061
8344,,1.743,1.6765,0.001061
8344,,1.743,1.6765,0.001061
8345,,1.6078,1.6706,0.001061
8345,,1.6078,1.6706,0.001061
8346,,1.6666,1.666,0.001061
8346,,1.6666,1.666,0.001061
8347,,1.6303,1.6602,0.001061
8347,,1.6303,1.6602,0.001061
8348,,1.6152,1.6583,0.001061
8348,,1.6152,1.6583,0.001061
8349,,1.6939,1.6484,0.001061
8349,,1.6939,1.6484,0.001061
8350,,1.8167,1.6645,0.001061
8350,,1.8167,1.6645,0.001061
8351,,1.778,1.688,0.001061
8351,,1.778,1.688,0.001061
8352,,1.6792,1.6875,0.00106
8352,,1.6792,1.6875,0.00106
8353,,1.7085,1.6939,0.00106
8353,,1.7085,1.6939,0.00106
8354,,1.7028,1.6899,0.00106
8354,,1.7028,1.6899,0.00106
8355,,1.623,1.6914,0.00106
8355,,1.623,1.6914,0.00106
8356,,1.6714,1.6919,0.00106
8356,,1.6714,1.6919,0.00106
8357,,1.7161,1.7005,0.00106
8357,,1.7161,1.7005,0.00106
8358,,1.6142,1.7004,0.00106
8358,,1.6142,1.7004,0.00106
8359,,1.6533,1.6963,0.00106
8359,,1.6533,1.6963,0.00106
8360,,1.7819,1.6928,0.00106
8360,,1.7819,1.6928,0.00106
8361,,1.8482,1.6999,0.00106
8361,,1.8482,1.6999,0.00106
8362,,1.743,1.7062,0.001059
8362,,1.743,1.7062,0.001059
8363,,1.731,1.7085,0.001059
8363,,1.731,1.7085,0.001059
8364,,1.7792,1.7161,0.001059
8364,,1.7792,1.7161,0.001059
8365,,1.7862,1.7325,0.001059
8365,,1.7862,1.7325,0.001059
8366,,1.6859,1.7339,0.001059
8366,,1.6859,1.7339,0.001059
8367,,1.7678,1.7391,0.001059
8367,,1.7678,1.7391,0.001059
8368,,1.6961,1.7473,0.001059
8368,,1.6961,1.7473,0.001059
8369,,1.5815,1.7401,0.001059
8369,,1.5815,1.7401,0.001059
8370,,1.7082,1.7327,0.001059
8370,,1.7082,1.7327,0.001059
8371,,1.6121,1.7091,0.001059
8371,,1.6121,1.7091,0.001059
8372,,1.6755,1.7024,0.001058
8372,,1.6755,1.7024,0.001058
8373,,1.7132,1.7006,0.001058
8373,,1.7132,1.7006,0.001058
8374,,1.6437,1.687,0.001058
8374,,1.6437,1.687,0.001058
8375,,1.7137,1.6798,0.001058
8375,,1.7137,1.6798,0.001058
8376,,1.7488,1.6861,0.001058
8376,,1.7488,1.6861,0.001058
8377,,1.6595,1.6752,0.001058
8377,,1.6595,1.6752,0.001058
8378,,1.5742,1.6631,0.001058
8378,,1.5742,1.6631,0.001058
8379,,1.7766,1.6826,0.001058
8379,,1.7766,1.6826,0.001058
8380,,1.7202,1.6838,0.001058
8380,,1.7202,1.6838,0.001058
8381,,1.7215,1.6947,0.001057
8381,,1.7215,1.6947,0.001057
8382,,1.5792,1.6851,0.001057
8382,,1.5792,1.6851,0.001057
8383,,1.6482,1.6786,0.001057
8383,,1.6482,1.6786,0.001057
8384,,1.739,1.6881,0.001057
8384,,1.739,1.6881,0.001057
8385,,1.7375,1.6905,0.001057
8385,,1.7375,1.6905,0.001057
8386,,1.7487,1.6905,0.001057
8386,,1.7487,1.6905,0.001057
8387,,1.5923,1.6837,0.001057
8387,,1.5923,1.6837,0.001057
8388,,1.7791,1.7042,0.001057
8388,,1.7791,1.7042,0.001057
8389,,1.7689,1.7035,0.001057
8389,,1.7689,1.7035,0.001057
8390,,1.717,1.7031,0.001057
8390,,1.717,1.7031,0.001057
8391,,1.6401,1.695,0.001056
8391,,1.6401,1.695,0.001056
8392,,1.7011,1.7072,0.001056
8392,,1.7011,1.7072,0.001056
8393,,1.6657,1.7089,0.001056
8393,,1.6657,1.7089,0.001056
8394,,1.72,1.707,0.001056
8394,,1.72,1.707,0.001056
8395,,1.7603,1.7093,0.001056
8395,,1.7603,1.7093,0.001056
8396,,1.7958,1.714,0.001056
8396,,1.7958,1.714,0.001056
8397,,1.6713,1.7219,0.001056
8397,,1.6713,1.7219,0.001056
8398,,1.7479,1.7188,0.001056
8398,,1.7479,1.7188,0.001056
8399,,1.7667,1.7186,0.001056
8399,,1.7667,1.7186,0.001056
8400,,1.666,1.7135,0.001055
8400,,1.666,1.7135,0.001055
8401,,1.7789,1.7274,0.001055
8401,,1.7789,1.7274,0.001055
8402,,1.7979,1.737,0.001055
8402,,1.7979,1.737,0.001055
8403,,1.7527,1.7457,0.001055
8403,,1.7527,1.7457,0.001055
8404,,1.7432,1.7481,0.001055
8404,,1.7432,1.7481,0.001055
8405,,1.6463,1.7366,0.001055
8405,,1.6463,1.7366,0.001055
8406,,1.6586,1.7229,0.001055
8406,,1.6586,1.7229,0.001055
8407,,1.683,1.7241,0.001055
8407,,1.683,1.7241,0.001055
8408,,1.6086,1.7102,0.001055
8408,,1.6086,1.7102,0.001055
8409,,1.7335,1.7069,0.001055
8409,,1.7335,1.7069,0.001055
8410,,1.8002,1.7203,0.001054
8410,,1.8002,1.7203,0.001054
8411,,1.6818,1.7106,0.001054
8411,,1.6818,1.7106,0.001054
8412,,1.6917,1.7,0.001054
8412,,1.6917,1.7,0.001054
8413,,1.6473,1.6894,0.001054
8413,,1.6473,1.6894,0.001054
8414,,1.6485,1.68,0.001054
8414,,1.6485,1.68,0.001054
8415,,1.6912,1.6845,0.001054
8415,,1.6912,1.6845,0.001054
8416,,1.7339,1.692,0.001054
8416,,1.7339,1.692,0.001054
8417,,1.744,1.6981,0.001054
8417,,1.744,1.6981,0.001054
8418,,1.7566,1.7129,0.001054
8418,,1.7566,1.7129,0.001054
8419,,1.7995,1.7195,0.001053
8419,,1.7995,1.7195,0.001053
8420,,1.9501,1.7345,0.001053
8420,,1.9501,1.7345,0.001053
8421,,1.6233,1.7286,0.001053
8421,,1.6233,1.7286,0.001053
8422,,1.7583,1.7353,0.001053
8422,,1.7583,1.7353,0.001053
8423,,1.7119,1.7417,0.001053
8423,,1.7119,1.7417,0.001053
8424,,1.7339,1.7503,0.001053
8424,,1.7339,1.7503,0.001053
8425,,1.713,1.7524,0.001053
8425,,1.713,1.7524,0.001053
8426,,1.7557,1.7546,0.001053
8426,,1.7557,1.7546,0.001053
8427,,1.6233,1.7426,0.001053
8427,,1.6233,1.7426,0.001053
8428,,1.7188,1.7388,0.001053
8428,,1.7188,1.7388,0.001053
8429,,1.7878,1.7376,0.001052
8429,,1.7878,1.7376,0.001052
8430,,1.772,1.7198,0.001052
8430,,1.772,1.7198,0.001052
8431,,1.8283,1.7403,0.001052
8431,,1.8283,1.7403,0.001052
8432,,1.799,1.7444,0.001052
8432,,1.799,1.7444,0.001052
8433,,1.644,1.7376,0.001052
8433,,1.644,1.7376,0.001052
8434,,1.618,1.726,0.001052
8434,,1.618,1.726,0.001052
8435,,1.7018,1.7249,0.001052
8435,,1.7018,1.7249,0.001052
8436,,1.6971,1.719,0.001052
8436,,1.6971,1.719,0.001052
8437,,1.6802,1.7247,0.001052
8437,,1.6802,1.7247,0.001052
8438,,1.8956,1.7424,0.001051
8438,,1.8956,1.7424,0.001051
8439,,1.6965,1.7333,0.001051
8439,,1.6965,1.7333,0.001051
8440,,1.6631,1.7224,0.001051
8440,,1.6631,1.7224,0.001051
8441,,1.6885,1.7084,0.001051
8441,,1.6885,1.7084,0.001051
8442,,1.6879,1.6973,0.001051
8442,,1.6879,1.6973,0.001051
8443,,1.7337,1.7062,0.001051
8443,,1.7337,1.7062,0.001051
8444,,1.7399,1.7184,0.001051
8444,,1.7399,1.7184,0.001051
8445,,1.7027,1.7185,0.001051
8445,,1.7027,1.7185,0.001051
8446,,1.6967,1.7185,0.001051
8446,,1.6967,1.7185,0.001051
8447,,1.7034,1.7208,0.001051
8447,,1.7034,1.7208,0.001051
8448,,1.7483,1.7061,0.00105
8448,,1.7483,1.7061,0.00105
8449,,1.6268,1.6991,0.00105
8449,,1.6268,1.6991,0.00105
8450,,1.6994,1.7027,0.00105
8450,,1.6994,1.7027,0.00105
8451,,1.9177,1.7256,0.00105
8451,,1.9177,1.7256,0.00105
8452,,1.7468,1.7315,0.00105
8452,,1.7468,1.7315,0.00105
8453,,1.8312,1.7413,0.00105
8453,,1.8312,1.7413,0.00105
8454,,1.6979,1.7371,0.00105
8454,,1.6979,1.7371,0.00105
8455,,1.7129,1.7381,0.00105
8455,,1.7129,1.7381,0.00105
8456,,1.8348,1.7519,0.00105
8456,,1.8348,1.7519,0.00105
8457,,1.7623,1.7578,0.001049
8457,,1.7623,1.7578,0.001049
8458,,1.7893,1.7619,0.001049
8458,,1.7893,1.7619,0.001049
8459,,1.6882,1.768,0.001049
8459,,1.6882,1.768,0.001049
8460,,1.6733,1.7654,0.001049
8460,,1.6733,1.7654,0.001049
8461,,1.5692,1.7306,0.001049
8461,,1.5692,1.7306,0.001049
8462,,1.79,1.7349,0.001049
8462,,1.79,1.7349,0.001049
8463,,1.7073,1.7225,0.001049
8463,,1.7073,1.7225,0.001049
8464,,1.6838,1.7211,0.001049
8464,,1.6838,1.7211,0.001049
8465,,1.7186,1.7217,0.001049
8465,,1.7186,1.7217,0.001049
8466,,1.6355,1.7018,0.001049
8466,,1.6355,1.7018,0.001049
8467,,1.7849,1.704,0.001048
8467,,1.7849,1.704,0.001048
8468,,1.6825,1.6933,0.001048
8468,,1.6825,1.6933,0.001048
8469,,1.6395,1.6885,0.001048
8469,,1.6395,1.6885,0.001048
8470,,1.768,1.6979,0.001048
8470,,1.768,1.6979,0.001048
8471,,1.6588,1.7069,0.001048
8471,,1.6588,1.7069,0.001048
8472,,1.6217,1.6901,0.001048
8472,,1.6217,1.6901,0.001048
8473,,1.7013,1.6894,0.001048
8473,,1.7013,1.6894,0.001048
8474,,1.7764,1.6987,0.001048
8474,,1.7764,1.6987,0.001048
8475,,1.7818,1.705,0.001048
8475,,1.7818,1.705,0.001048
8476,,1.7343,1.7149,0.001047
8476,,1.7343,1.7149,0.001047
8477,,1.7215,1.7086,0.001047
8477,,1.7215,1.7086,0.001047
8478,,1.7961,1.7199,0.001047
8478,,1.7961,1.7199,0.001047
8479,,1.6742,1.7234,0.001047
8479,,1.6742,1.7234,0.001047
8480,,1.7694,1.7235,0.001047
8480,,1.7694,1.7235,0.001047
8481,,1.6458,1.7222,0.001047
8481,,1.6458,1.7222,0.001047
8482,,1.8649,1.7466,0.001047
8482,,1.8649,1.7466,0.001047
8483,,1.6246,1.7389,0.001047
8483,,1.6246,1.7389,0.001047
8484,,1.6285,1.7241,0.001047
8484,,1.6285,1.7241,0.001047
8485,,1.8516,1.7311,0.001047
8485,,1.8516,1.7311,0.001047
8486,,1.6387,1.7215,0.001046
8486,,1.6387,1.7215,0.001046
8487,,1.684,1.7178,0.001046
8487,,1.684,1.7178,0.001046
8488,,1.7683,1.715,0.001046
8488,,1.7683,1.715,0.001046
8489,,1.6643,1.714,0.001046
8489,,1.6643,1.714,0.001046
8490,,1.84,1.7211,0.001046
8490,,1.84,1.7211,0.001046
8491,,1.6196,1.7185,0.001046
8491,,1.6196,1.7185,0.001046
